movie_idx,movieId,title,genres
73,75,Big Bully (1996),Comedy|Drama
74,76,Screamers (1995),Action|Sci-Fi|Thriller
75,77,Nico Icon (1995),Documentary
76,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller
77,79,"Juror, The (1996)",Drama|Thriller
78,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama
79,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance
80,82,Antonia's Line (Antonia) (1995),Comedy|Drama
81,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance
82,84,Last Summer in the Hamptons (1995),Comedy|Drama
83,85,Angels and Insects (1995),Drama|Romance
84,86,White Squall (1996),Action|Adventure|Drama
85,87,Dunston Checks In (1996),Children|Comedy
86,88,Black Sheep (1996),Comedy
87,89,Nick of Time (1995),Action|Thriller
88,90,"Journey of August King, The (1995)",Drama
89,92,Mary Reilly (1996),Drama|Horror|Thriller
90,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance
91,94,Beautiful Girls (1996),Comedy|Drama|Romance
92,95,Broken Arrow (1996),Action|Adventure|Thriller
93,96,In the Bleak Midwinter (1995),Comedy|Drama
94,97,"Hate (Haine, La) (1995)",Crime|Drama
95,98,Shopping (1994),Action|Thriller
96,99,Heidi Fleiss: Hollywood Madam (1995),Documentary
97,100,City Hall (1996),Drama|Thriller
98,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
99,102,Mr. Wrong (1996),Comedy
100,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller
101,104,Happy Gilmore (1996),Comedy
102,105,"Bridges of Madison County, The (1995)",Drama|Romance
103,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
104,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical
105,108,Catwalk (1996),Documentary
106,110,Braveheart (1995),Action|Drama|War
107,111,Taxi Driver (1976),Crime|Drama|Thriller
108,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
109,113,Before and After (1996),Drama|Mystery
110,114,Margaret's Museum (1995),Drama
111,116,Anne Frank Remembered (1995),Documentary
112,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama
113,118,If Lucy Fell (1996),Comedy|Romance
114,119,"Steal Big, Steal Little (1995)",Comedy
115,120,Race the Sun (1996),Adventure|Comedy|Drama
116,121,"Boys of St. Vincent, The (1992)",Drama
117,122,Boomerang (1992),Comedy|Romance
118,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
119,124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama
120,125,Flirting With Disaster (1996),Comedy
121,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
122,128,Jupiter's Wife (1994),Documentary
123,129,Pie in the Sky (1996),Comedy|Romance
124,131,Frankie Starlight (1995),Drama|Romance
125,132,Jade (1995),Thriller
126,135,Down Periscope (1996),Comedy
127,136,From the Journals of Jean Seberg (1995),Documentary
128,137,Man of the Year (1995),Documentary
129,138,"Neon Bible, The (1995)",Drama
130,140,Up Close and Personal (1996),Drama|Romance
131,141,"Birdcage, The (1996)",Comedy
132,144,"Brothers McMullen, The (1995)",Comedy
133,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
134,146,"Amazing Panda Adventure, The (1995)",Adventure|Children
135,147,"Basketball Diaries, The (1995)",Drama
136,148,"Awfully Big Adventure, An (1995)",Drama
137,149,Amateur (1994),Crime|Drama|Thriller
138,150,Apollo 13 (1995),Adventure|Drama|IMAX
139,151,Rob Roy (1995),Action|Drama|Romance|War
140,152,"Addiction, The (1995)",Drama|Horror
141,153,Batman Forever (1995),Action|Adventure|Comedy|Crime
142,154,Beauty of the Day (Belle de jour) (1967),Drama
143,155,Beyond Rangoon (1995),Adventure|Drama|War
144,156,Blue in the Face (1995),Comedy|Drama
145,157,Canadian Bacon (1995),Comedy|War
146,158,Casper (1995),Adventure|Children
147,159,Clockers (1995),Crime|Drama|Mystery
148,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi
149,161,Crimson Tide (1995),Drama|Thriller|War
150,162,Crumb (1994),Documentary
151,163,Desperado (1995),Action|Romance|Western
152,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
153,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
154,166,"Doom Generation, The (1995)",Comedy|Crime|Drama
155,167,Feast of July (1995),Drama
156,168,First Knight (1995),Action|Drama|Romance
157,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
158,170,Hackers (1995),Action|Adventure|Crime|Thriller
159,171,Jeffrey (1995),Comedy|Drama
160,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
161,173,Judge Dredd (1995),Action|Crime|Sci-Fi
162,174,Jury Duty (1995),Comedy
163,175,Kids (1995),Drama
164,176,Living in Oblivion (1995),Comedy
165,177,Lord of Illusions (1995),Horror
166,178,Love & Human Remains (1993),Comedy|Drama
167,179,Mad Love (1995),Drama|Romance
168,180,Mallrats (1995),Comedy|Romance
169,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
170,182,Moonlight and Valentino (1995),Drama|Romance
171,183,Mute Witness (1994),Comedy|Horror|Thriller
172,184,Nadja (1994),Drama
173,185,"Net, The (1995)",Action|Crime|Thriller
174,186,Nine Months (1995),Comedy|Romance
175,187,Party Girl (1995),Comedy
176,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery
177,189,Reckless (1995),Comedy|Fantasy
178,190,Safe (1995),Thriller
179,191,"Scarlet Letter, The (1995)",Drama|Romance
180,192,"Show, The (1995)",Documentary
181,193,Showgirls (1995),Drama
182,194,Smoke (1995),Comedy|Drama
183,195,Something to Talk About (1995),Comedy|Drama|Romance
184,196,Species (1995),Horror|Sci-Fi
185,197,"Stars Fell on Henrietta, The (1995)",Drama
186,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
187,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
188,200,"Tie That Binds, The (1995)",Thriller
189,201,Three Wishes (1995),Drama|Fantasy
190,202,Total Eclipse (1995),Drama|Romance
191,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
192,204,Under Siege 2: Dark Territory (1995),Action
193,205,Unstrung Heroes (1995),Comedy|Drama
194,206,Unzipped (1995),Documentary
195,207,"Walk in the Clouds, A (1995)",Drama|Romance
196,208,Waterworld (1995),Action|Adventure|Sci-Fi
197,209,White Man's Burden (1995),Drama
198,210,Wild Bill (1995),Western
199,211,"Browning Version, The (1994)",Drama
200,212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
201,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
202,214,Before the Rain (Pred dozhdot) (1994),Drama|War
203,215,Before Sunrise (1995),Drama|Romance
204,216,Billy Madison (1995),Comedy
205,217,"Babysitter, The (1995)",Drama|Thriller
206,218,Boys on the Side (1995),Comedy|Drama
207,219,"Cure, The (1995)",Drama
208,220,Castle Freak (1995),Horror
209,222,Circle of Friends (1995),Drama|Romance
210,223,Clerks (1994),Comedy
211,224,Don Juan DeMarco (1995),Comedy|Drama|Romance
212,225,Disclosure (1994),Drama|Thriller
213,227,Drop Zone (1994),Action|Thriller
214,228,Destiny Turns on the Radio (1995),Comedy
215,229,Death and the Maiden (1994),Drama|Thriller
216,230,Dolores Claiborne (1995),Drama|Thriller
217,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
218,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
219,233,Exotica (1994),Drama
220,234,Exit to Eden (1994),Comedy
221,235,Ed Wood (1994),Comedy|Drama
222,236,French Kiss (1995),Action|Comedy|Romance
223,237,Forget Paris (1995),Comedy|Romance
224,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
225,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
226,240,Hideaway (1995),Thriller
227,241,Fluke (1995),Children|Drama
228,242,Farinelli: il castrato (1994),Drama|Musical
229,243,Gordy (1995),Children|Comedy|Fantasy
230,244,Gumby: The Movie (1995),Animation|Children
231,245,"Glass Shield, The (1994)",Crime|Drama
232,246,Hoop Dreams (1994),Documentary
233,247,Heavenly Creatures (1994),Crime|Drama
234,248,Houseguest (1994),Comedy
235,249,Immortal Beloved (1994),Drama|Romance
236,250,Heavyweights (Heavy Weights) (1995),Children|Comedy
237,251,"Hunted, The (1995)",Action
238,252,I.Q. (1994),Comedy|Romance
239,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
240,254,Jefferson in Paris (1995),Drama
241,255,"Jerky Boys, The (1995)",Comedy
242,256,Junior (1994),Comedy|Sci-Fi
243,257,Just Cause (1995),Mystery|Thriller
244,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
245,259,Kiss of Death (1995),Crime|Drama|Thriller
246,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
247,261,Little Women (1994),Drama
248,262,"Little Princess, A (1995)",Children|Drama
249,263,Ladybird Ladybird (1994),Drama
250,264,"Enfer, L' (1994)",Drama
251,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
252,266,Legends of the Fall (1994),Drama|Romance|War|Western
253,267,Major Payne (1995),Comedy
254,268,Little Odessa (1994),Crime|Drama
255,269,My Crazy Life (Mi vida loca) (1993),Drama
256,270,Love Affair (1994),Drama|Romance
257,271,Losing Isaiah (1995),Drama
258,272,"Madness of King George, The (1994)",Comedy|Drama
259,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
260,274,Man of the House (1995),Comedy
261,275,Mixed Nuts (1994),Comedy
262,276,Milk Money (1994),Comedy|Romance
263,277,Miracle on 34th Street (1994),Drama
264,278,Miami Rhapsody (1995),Comedy
265,279,My Family (1995),Drama
266,280,Murder in the First (1995),Drama|Thriller
267,281,Nobody's Fool (1994),Comedy|Drama|Romance
268,282,Nell (1994),Drama
269,283,New Jersey Drive (1995),Crime|Drama
270,285,Beyond Bedlam (1993),Drama|Horror
271,286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller
272,287,Nina Takes a Lover (1994),Comedy|Romance
273,288,Natural Born Killers (1994),Action|Crime|Thriller
274,289,Only You (1994),Comedy|Romance
275,290,Once Were Warriors (1994),Crime|Drama
276,291,Poison Ivy II (1996),Drama|Thriller
277,292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
278,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
279,294,"Perez Family, The (1995)",Comedy|Romance
280,295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
281,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
282,297,Panther (1995),Drama
283,298,Pushing Hands (Tui shou) (1992),Drama
284,299,Priest (1994),Drama
285,300,Quiz Show (1994),Drama
286,301,Picture Bride (Bijo photo) (1994),Drama|Romance
287,302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
288,303,"Quick and the Dead, The (1995)",Action|Thriller|Western
289,304,Roommates (1995),Comedy|Drama
290,305,Ready to Wear (Pret-A-Porter) (1994),Comedy
291,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
292,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
293,308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
294,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama
295,310,Rent-a-Kid (1995),Comedy
296,311,Relative Fear (1994),Horror|Thriller
297,312,Stuart Saves His Family (1995),Comedy
298,313,"Swan Princess, The (1994)",Animation|Children
299,314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
300,315,"Specialist, The (1994)",Action|Drama|Thriller
301,316,Stargate (1994),Action|Adventure|Sci-Fi
302,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
303,318,"Shawshank Redemption, The (1994)",Crime|Drama
304,319,Shallow Grave (1994),Comedy|Drama|Thriller
305,320,Suture (1993),Film-Noir|Thriller
306,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
307,322,Swimming with Sharks (1995),Comedy|Drama
308,324,"Sum of Us, The (1994)",Comedy|Drama
309,325,National Lampoon's Senior Trip (1995),Comedy
310,326,To Live (Huozhe) (1994),Drama
311,327,Tank Girl (1995),Action|Comedy|Sci-Fi
312,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
313,329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
314,330,Tales from the Hood (1995),Action|Crime|Horror
315,331,Tom & Viv (1994),Drama
316,332,Village of the Damned (1995),Horror|Sci-Fi
317,333,Tommy Boy (1995),Comedy
318,334,Vanya on 42nd Street (1994),Drama
319,335,Underneath (1995),Mystery|Thriller
320,336,"Walking Dead, The (1995)",Drama|War
321,337,What's Eating Gilbert Grape (1993),Drama
322,338,Virtuosity (1995),Action|Sci-Fi|Thriller
323,339,While You Were Sleeping (1995),Comedy|Romance
324,340,"War, The (1994)",Adventure|Drama|War
325,341,Double Happiness (1994),Drama
326,342,Muriel's Wedding (1994),Comedy
327,343,"Baby-Sitters Club, The (1995)",Children
328,344,Ace Ventura: Pet Detective (1994),Comedy
329,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
330,346,Backbeat (1993),Drama|Musical
331,347,Bitter Moon (1992),Drama|Film-Noir|Romance
332,348,Bullets Over Broadway (1994),Comedy
333,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
334,350,"Client, The (1994)",Drama|Mystery|Thriller
335,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance
336,352,Crooklyn (1994),Comedy|Drama
337,353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
338,354,Cobb (1994),Drama
339,355,"Flintstones, The (1994)",Children|Comedy|Fantasy
340,356,Forrest Gump (1994),Comedy|Drama|Romance|War
341,357,Four Weddings and a Funeral (1994),Comedy|Romance
342,358,Higher Learning (1995),Drama
343,359,I Like It Like That (1994),Comedy|Drama|Romance
344,360,I Love Trouble (1994),Action|Comedy
345,361,It Could Happen to You (1994),Comedy|Drama|Romance
346,362,"Jungle Book, The (1994)",Adventure|Children|Romance
347,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
348,364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
349,365,Little Buddha (1993),Drama
350,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
351,367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
352,368,Maverick (1994),Adventure|Comedy|Western
353,369,Mrs. Parker and the Vicious Circle (1994),Drama
354,370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
355,371,"Paper, The (1994)",Comedy|Drama
356,372,Reality Bites (1994),Comedy|Drama|Romance
357,373,Red Rock West (1992),Thriller
358,374,Richie Rich (1994),Children|Comedy
359,375,Safe Passage (1994),Drama
360,376,"River Wild, The (1994)",Action|Thriller
361,377,Speed (1994),Action|Romance|Thriller
362,378,Speechless (1994),Comedy|Romance
363,379,Timecop (1994),Action|Sci-Fi|Thriller
364,380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
365,381,When a Man Loves a Woman (1994),Drama|Romance
366,382,Wolf (1994),Drama|Horror|Romance|Thriller
367,383,Wyatt Earp (1994),Western
368,384,Bad Company (1995),Action|Crime|Drama
369,385,"Man of No Importance, A (1994)",Drama
370,386,S.F.W. (1994),Drama
371,387,"Low Down Dirty Shame, A (1994)",Action|Comedy
372,388,Boys Life (1995),Drama
373,389,"Colonel Chabert, Le (1994)",Drama|Romance|War
374,390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
375,391,Jason's Lyric (1994),Crime|Drama
376,392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation
377,393,Street Fighter (1994),Action|Adventure|Fantasy
378,394,Coldblooded (1995),Comedy
379,397,"Fear, The (1995)",Horror
380,398,Frank and Ollie (1995),Documentary
381,402,Open Season (1996),Comedy
382,404,Brother Minister: The Assassination of Malcolm X (1994),Documentary
383,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
384,406,Federal Hill (1994),Drama
385,407,In the Mouth of Madness (1995),Horror|Thriller
386,408,8 Seconds (1994),Drama
387,409,Above the Rim (1994),Crime|Drama
388,410,Addams Family Values (1993),Children|Comedy|Fantasy
389,411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary
390,412,"Age of Innocence, The (1993)",Drama
391,413,Airheads (1994),Comedy
392,414,"Air Up There, The (1994)",Comedy
393,415,Another Stakeout (1993),Comedy|Thriller
394,416,Bad Girls (1994),Western
395,417,Barcelona (1994),Comedy|Romance
396,418,Being Human (1993),Drama
397,419,"Beverly Hillbillies, The (1993)",Comedy
398,420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
399,421,Black Beauty (1994),Adventure|Children|Drama
400,422,Blink (1994),Thriller
401,423,Blown Away (1994),Action|Thriller
402,424,Blue Chips (1994),Drama
403,425,Blue Sky (1994),Drama|Romance
404,426,Body Snatchers (1993),Horror|Sci-Fi|Thriller
405,427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
406,428,"Bronx Tale, A (1993)",Drama
407,429,Cabin Boy (1994),Comedy
408,430,Calendar Girl (1993),Comedy|Drama
409,431,Carlito's Way (1993),Crime|Drama
410,432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
411,433,Clean Slate (1994),Comedy
412,434,Cliffhanger (1993),Action|Adventure|Thriller
413,435,Coneheads (1993),Comedy|Sci-Fi
414,436,Color of Night (1994),Drama|Thriller
415,437,Cops and Robbersons (1994),Comedy
416,438,"Cowboy Way, The (1994)",Action|Comedy|Drama
417,439,Dangerous Game (1993),Drama
418,440,Dave (1993),Comedy|Romance
419,441,Dazed and Confused (1993),Comedy
420,442,Demolition Man (1993),Action|Adventure|Sci-Fi
421,443,"Endless Summer 2, The (1994)",Adventure|Documentary
422,444,Even Cowgirls Get the Blues (1993),Comedy|Romance
423,445,Fatal Instinct (1993),Comedy
424,446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
425,447,"Favor, The (1994)",Comedy|Romance
426,448,Fearless (1993),Drama
427,449,Fear of a Black Hat (1994),Comedy
428,450,With Honors (1994),Comedy|Drama
429,451,Flesh and Bone (1993),Drama|Mystery|Romance
430,452,Widows' Peak (1994),Drama
431,453,For Love or Money (1993),Comedy|Romance
432,454,"Firm, The (1993)",Drama|Thriller
433,455,Free Willy (1993),Adventure|Children|Drama
434,456,Fresh (1994),Crime|Drama|Thriller
435,457,"Fugitive, The (1993)",Thriller
436,458,Geronimo: An American Legend (1993),Drama|Western
437,459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
438,460,Getting Even with Dad (1994),Comedy
439,461,Go Fish (1994),Drama|Romance
440,462,"Good Man in Africa, A (1994)",Action|Adventure
441,463,Guilty as Sin (1993),Crime|Drama|Thriller
442,464,Hard Target (1993),Action|Adventure|Crime|Thriller
443,465,Heaven & Earth (1993),Action|Drama|War
444,466,Hot Shots! Part Deux (1993),Action|Comedy|War
445,467,Live Nude Girls (1995),Comedy
446,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
447,469,"House of the Spirits, The (1993)",Drama|Romance
448,470,House Party 3 (1994),Comedy
449,471,"Hudsucker Proxy, The (1994)",Comedy
450,472,I'll Do Anything (1994),Comedy|Drama
451,473,In the Army Now (1994),Comedy|War
452,474,In the Line of Fire (1993),Action|Thriller
453,475,In the Name of the Father (1993),Drama
454,476,"Inkwell, The (1994)",Comedy|Drama
455,477,What's Love Got to Do with It? (1993),Drama|Musical
456,478,Jimmy Hollywood (1994),Comedy|Crime|Drama
457,479,Judgment Night (1993),Action|Crime|Thriller
458,480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
459,481,Kalifornia (1993),Drama|Thriller
460,482,Killing Zoe (1994),Crime|Drama|Thriller
461,483,King of the Hill (1993),Drama
462,484,Lassie (1994),Adventure|Children
463,485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
464,486,Life with Mikey (1993),Comedy
465,487,Lightning Jack (1994),Comedy|Western
466,488,M. Butterfly (1993),Drama|Romance
467,489,Made in America (1993),Comedy
468,490,Malice (1993),Thriller
469,491,"Man Without a Face, The (1993)",Drama
470,492,Manhattan Murder Mystery (1993),Comedy|Mystery
471,493,Menace II Society (1993),Action|Crime|Drama
472,494,Executive Decision (1996),Action|Adventure|Thriller
473,495,In the Realm of the Senses (Ai no corrida) (1976),Drama
474,496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
475,497,Much Ado About Nothing (1993),Comedy|Romance
476,498,Mr. Jones (1993),Drama|Romance
477,499,Mr. Wonderful (1993),Comedy|Romance
478,500,Mrs. Doubtfire (1993),Comedy|Drama
479,501,Naked (1993),Drama
480,502,"Next Karate Kid, The (1994)",Action|Children|Romance
481,503,"New Age, The (1994)",Drama
482,504,No Escape (1994),Action|Drama|Sci-Fi
483,505,North (1994),Comedy
484,506,Orlando (1992),Drama|Fantasy|Romance
485,507,"Perfect World, A (1993)",Crime|Drama|Thriller
486,508,Philadelphia (1993),Drama
487,509,"Piano, The (1993)",Drama|Romance
488,510,Poetic Justice (1993),Drama
489,511,"Program, The (1993)",Action|Drama
490,512,"Puppet Masters, The (1994)",Horror|Sci-Fi
491,513,Radioland Murders (1994),Comedy|Mystery|Romance
492,514,"Ref, The (1994)",Comedy
493,515,"Remains of the Day, The (1993)",Drama|Romance
494,516,Renaissance Man (1994),Comedy|Drama
495,517,Rising Sun (1993),Action|Drama|Mystery
496,518,"Road to Wellville, The (1994)",Comedy
497,519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
498,520,Robin Hood: Men in Tights (1993),Comedy
499,521,Romeo Is Bleeding (1993),Crime|Thriller
500,522,Romper Stomper (1992),Action|Drama
501,523,Ruby in Paradise (1993),Drama
502,524,Rudy (1993),Drama
503,525,"Saint of Fort Washington, The (1993)",Drama
504,526,"Savage Nights (Nuits fauves, Les) (1992)",Drama
505,527,Schindler's List (1993),Drama|War
506,528,"Scout, The (1994)",Comedy|Drama
507,529,Searching for Bobby Fischer (1993),Drama
508,531,"Secret Garden, The (1993)",Children|Drama
509,532,Serial Mom (1994),Comedy|Crime|Horror
510,533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
511,534,Shadowlands (1993),Drama|Romance
512,535,Short Cuts (1993),Drama
513,536,"Simple Twist of Fate, A (1994)",Drama
514,537,Sirens (1994),Drama
515,538,Six Degrees of Separation (1993),Drama
516,539,Sleepless in Seattle (1993),Comedy|Drama|Romance
517,540,Sliver (1993),Thriller
518,541,Blade Runner (1982),Action|Sci-Fi|Thriller
519,542,Son in Law (1993),Comedy|Drama|Romance
520,543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
521,544,Striking Distance (1993),Action|Crime
522,545,Harem (1985),Drama
523,546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
524,547,Surviving the Game (1994),Action|Adventure|Thriller
525,548,Terminal Velocity (1994),Action|Mystery|Thriller
526,549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
527,550,Threesome (1994),Comedy|Romance
528,551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
529,552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
530,553,Tombstone (1993),Action|Drama|Western
531,554,Trial by Jury (1994),Crime|Drama|Thriller
532,555,True Romance (1993),Crime|Thriller
